DefaultSC.EMInert.X       DefaultSC.EMInert.Y       DefaultSC.EMInert.Z       DefaultSC.UTCModJulian    
-8998.388140369365        3250799.30740917          -1413248.501188684        57738.64398100697         
-9010.553017000999        3259218.781257184         -1416913.07774624         57738.67523100697         
-9022.715293000136        3267638.040017901         -1420577.561291215        57738.70648100697         
-9034.874974231461        3276057.084782017         -1424241.952302794        57738.73773100697         
-9047.032066600794        3284475.916631796         -1427906.251256463        57738.76898100697         
-9059.186576085176        3292894.536641152         -1431570.458624051        57738.80023100697         
-9071.338508689685        3301312.945875755         -1435234.574873765        57738.83148100697         
-9083.487870477547        3309731.145393101         -1438898.600470229        57738.86273100697         
-9095.634667563578        3318149.136242602         -1442562.535874521        57738.89398100697         
-9107.778906107731        3326566.919465672         -1446226.381544206        57738.92523100697         
-9119.920592344568        3334984.496095796         -1449890.137933375        57738.95648100697         
-9132.059732540829        3343401.867158631         -1453553.805492678        57738.98773100697         
-9144.196333024929        3351819.033672074         -1457217.384669361        57739.01898100697         
-9156.330400173378        3360235.996646353         -1460880.875907296        57739.05023100697         
-9168.461940439676        3368652.757084076         -1464544.279647019        57739.08148100697         
-9180.590960312584        3377069.31598035          -1468207.596325764        57739.11273100697         
-9192.717466345046        3385485.674322826         -1471870.826377491        57739.14398100697         
-9204.841465140815        3393901.833091794         -1475533.970232923        57739.17523100697         
-9216.962963382766        3402317.793260233         -1479197.028319577        57739.20648100697         
-9229.081967791881        3410733.555793917         -1482860.001061795        57739.23773100697         
-9241.198485155588        3419149.121651461         -1486522.888880777        57739.26898100697         
-9253.312522321385        3427564.491784408         -1490185.692194611        57739.30023100697         
-9265.424086190642        3435979.667137299         -1493848.411418303        57739.33148100697         
-9277.533183746124        3444394.648647722         -1497511.04696381         57739.36273100697         
-9289.639822011977        3452809.437246415         -1501173.599240064        57739.39398100697         
-9301.744008081276        3461224.033857312         -1504836.068653011        57739.42523100697         
-9313.845749103168        3469638.43939762          -1508498.45560563         57739.45648100697         
-9325.945052309729        3478052.654777869         -1512160.760497968        57739.48773100697         
-9338.041924976784        3486466.680902002         -1515822.983727169        57739.51898100697         
-9350.136374450805        3494880.518667428         -1519485.125687497        57739.55023100697         
-9362.22840813631         3503294.168965091         -1523147.186770368        57739.58148100697         
-9374.318033522028        3511707.632679514         -1526809.167364378        57739.61273100697         
-9386.40525814258         3520120.910688891         -1530471.067855327        57739.64398100697         
-9398.490089604757        3528534.003865131         -1534132.888626246        57739.67523100697         
-9410.572535581376        3536946.913073927         -1537794.630057428        57739.70648100697         
-9422.652603805434        3545359.639174815         -1541456.292526448        57739.73773100697         
-9434.730302095413        3553772.183021218         -1545117.876408194        57739.76898100697         
-9446.805638318117        3562184.545460532         -1548779.382074889        57739.80023100697         
-9458.878620414009        3570596.727334172         -1552440.809896119        57739.83148100697         
-9470.949256385218        3579008.72947763          -1556102.160238854        57739.86273100697         
-9483.017554320098        3587420.552720516         -1559763.433467478        57739.89398100697         
-9495.083522357008        3595832.197886647         -1563424.629943809        57739.92523100697         
-9507.147168708974        3604243.66579408          -1567085.750027126        57739.95648100697         
-9519.208501657802        3612654.957255173         -1570746.794074191        57739.98773100697         
-9531.267529548519        3621066.073076642         -1574407.762439272        57740.01898100697         
-9543.324260812955        3629477.014059599         -1578068.655474169        57740.05023100697         
-9555.378703934823        3637887.78099963          -1581729.473528234        57740.08148100697         
-9567.430867473395        3646298.374686832         -1585390.216948395        57740.11273100697         
-9579.480760052153        3654708.795905877         -1589050.88607918         57740.14398100697         
-9591.528390381605        3663119.04543603          -1592711.481262736        57740.17523100697         
-9603.57376722542         3671529.124051248         -1596372.002838854        57740.20648100697         
-9615.616899423296        3679939.032520199         -1600032.451144987        57740.23773100697         
-9627.657795885418        3688348.771606317         -1603692.826516277        57740.26898100697         
-9639.696465587163        3696758.342067862         -1607353.129285569        57740.30023100697         
-9651.732917590889        3705167.744657939         -1611013.35978344         57740.33148100697         
-9663.76716101344         3713576.980124584         -1614673.518338213        57740.36273100697         
-9675.799205048004        3721986.04921079          -1618333.605275982        57740.39398100697         
-9687.829058953528        3730394.952654562         -1621993.620920627        57740.42523100697         
-9699.856732075663        3738803.69118894          -1625653.565593841        57740.45648100697         
-9711.882233815399        3747212.265542083         -1629313.439615145        57740.48773100697         
-9723.90557365022         3755620.676437287         -1632973.243301907        57740.51898100697         
-9735.926761128911        3764028.924593038         -1636632.976969366        57740.55023100697         
-9747.945805865962        3772437.010723061         -1640292.640930646        57740.58148100697         
-9759.962717562019        3780844.935536339         -1643952.235496779        57740.61273100697         
-9771.977505973988        3789252.699737195         -1647611.760976719        57740.64398100697         
-9783.990180934994        3797660.304025309         -1651271.217677366        57740.67523100697         
-9796.000752349273        3806067.749095766         -1654930.605903582        57740.70648100697         
-9808.009230187472        3814475.035639104         -1658589.925958206        57740.73773100697         
-9820.015624505357        3822882.164341329         -1662249.178142078        57740.76898100697         
-9832.019945415475        3831289.135883995         -1665908.36275405         57740.80023100697         
-9844.02220310596         3839695.950944225         -1669567.48009101         57740.83148100697         
-9856.022407831249        3848102.610194749         -1673226.530447894        57740.86273100697         
-9868.020569929913        3856509.114303934         -1676885.514117707        57740.89398100697         
-9880.016699797561        3864915.463935849         -1680544.431391535        57740.92523100697         
-9892.010807904764        3873321.659750286         -1684203.28255857         57740.95648100697         
-9904.002904792402        3881727.702402801         -1687862.067906118        57740.98773100697         
-9915.993001067345        3890133.592544761         -1691520.787719619        57741.01898100697         
-9927.981107419117        3898539.33082335          -1695179.442282665        57741.05023100697         
-9939.967234594409        3906944.917881651         -1698838.031877013        57741.08148100697         
-9951.951393413863        3915350.35435865          -1702496.556782601        57741.11273100697         
-9963.933594767645        3923755.640889289         -1706155.017277569        57741.14398100697         
-9975.913849611325        3932160.778104498         -1709813.413638264        57741.17523100697         
-9987.892168981401        3940565.766631206         -1713471.746139267        57741.20648100697         
-9999.868563971444        3948970.607092418         -1717130.015053399        57741.23773100697         
-10011.8430457477         3957375.300107228         -1720788.220651743        57741.26898100697         
-10023.81562554488        3965779.84629085          -1724446.363203654        57741.30023100697         
-10035.78631466231        3974184.246254662         -1728104.442976774        57741.33148100697         
-10047.75512447825        3982588.500606216         -1731762.460237052        57741.36273100697         
-10059.72206642768        3990992.609949307         -1735420.41524875         57741.39398100697         
-10071.68715201675        3999396.574883984         -1739078.308274466        57741.42523100697         
-10083.6503928188         4007800.396006584         -1742736.139575138        57741.45648100697         
-10095.61180047076        4016204.073909772         -1746393.909410069        57741.48773100697         
-10107.57138668621        4024607.609182549         -1750051.618036933        57741.51898100697         
-10119.52916323494        4033011.002410321         -1753709.265711792        57741.55023100697         
-10131.48514195617        4041414.2541749           -1757366.852689107        57741.58148100697         
-10143.43933475477        4049817.36505455          -1761024.379221754        57741.61273100697         
-10155.39175359801        4058220.335624015         -1764681.845561036        57741.64398100697         
-10167.34241052726        4066623.166454531         -1768339.251956698        57741.67523100697         
-10179.29131763944        4075025.858113888         -1771996.598656936        57741.70648100697         
-10191.23848709887        4083428.411166436         -1775653.885908414        57741.73773100697         
-10203.18393113386        4091830.826173123         -1779311.113956271        57741.76898100697         
-10215.12766203366        4100233.103691526         -1782968.283044142        57741.80023100697         
-10227.06969215892        4108635.244275855         -1786625.393414163        57741.83148100697         
-10239.01003392493        4117037.248477023         -1790282.445306987        57741.86273100697         
-10250.94869981222        4125439.116842646         -1793939.438961795        57741.89398100697         
-10262.88570236342        4133840.849917076         -1797596.374616308        57741.92523100697         
-10274.82105418045        4142242.448241436         -1801253.2525068          57741.95648100697         
-10286.75476793375        4150643.912353617         -1804910.072868107        57741.98773100697         
-10298.68685634731        4159045.242788352         -1808566.835933643        57742.01898100697         
-10310.61733220803        4167446.440077211         -1812223.541935408        57742.05023100697         
-10322.5462083628         4175847.504748637         -1815880.191104002        57742.08148100697         
-10334.47349771602        4184248.437327975         -1819536.783668633        57742.11273100697         
-10346.39921323753        4192649.238337469         -1823193.319857132        57742.14398100697         
-10358.32336794949        4201049.908296333         -1826849.799895961        57742.17523100697         
-10370.24597493441        4209450.44772075          -1830506.224010227        57742.20648100697         
-10382.16704733259        4217850.857123897         -1834162.592423688        57742.23773100697         
-10394.08659833985        4226251.137015983         -1837818.905358769        57742.26898100697         
-10406.00464121423        4234651.287904238         -1841475.163036573        57742.30023100697         
-10417.92118926468        4243051.310292991         -1845131.365676884        57742.33148100697         
-10429.83625585783        4251451.204683652         -1848787.513498187        57742.36273100697         
-10441.74985441568        4259850.971574756         -1852443.606717673        57742.39398100697         
-10453.66199841367        4268250.611461986         -1856099.645551248        57742.42523100697         
-10465.57270138607        4276650.124838162         -1859755.630213547        57742.45648100697         
-10477.48197691648        4285049.512193319         -1863411.560917944        57742.48773100697         
-10489.38983864341        4293448.774014696         -1867067.437876557        57742.51898100697         
-10501.29630025819        4301847.910786763         -1870723.261300264        57742.55023100697         
-10513.20137550448        4310246.922991244         -1874379.031398708        57742.58148100697         
-10525.10507817665        4318645.811107151         -1878034.748380308        57742.61273100697         
-10537.00742212364        4327044.57561077          -1881690.412452272        57742.64398100697         
-10548.90842124173        4335443.216975731         -1885346.023820602        57742.67523100697         
-10560.80808947855        4343841.735673            -1889001.582690104        57742.70648100697         
-10572.70644083136        4352240.132170903         -1892657.089264399        57742.73773100697         
-10584.60348934571        4360638.406935159         -1896312.543745931        57742.76898100697         
-10596.4992491181         4369036.560428871         -1899967.946335977        57742.80023100697         
-10608.39373429053        4377434.593112585         -1903623.297234657        57742.83148100697         
-10620.28695905328        4385832.505444293         -1907278.596640938        57742.86273100697         
-10632.17893764346        4394230.297879442         -1910933.844752649        57742.89398100697         
-10644.06968434443        4402627.970870973         -1914589.041766484        57742.92523100697         
-10655.95921348492        4411025.524869337         -1918244.187878018        57742.95648100697         
-10667.84753943997        4419422.960322483         -1921899.283281707        57742.98773100697         
-10679.73467662789        4427820.277675935         -1925554.328170904        57743.01898100697         
-10691.62063951138        4436217.477372766         -1929209.322737862        57743.05023100697         
-10703.50544259654        4444614.559853631         -1932864.267173745        57743.08148100697         
-10715.38910043215        4453011.5255568           -1936519.161668636        57743.11273100697         
-10727.27162760949        4461408.374918127         -1940174.006411545        57743.14398100697         
-10739.15303876103        4469805.108371138         -1943828.801590415        57743.17523100697         
-10751.03334856041        4478201.726347004         -1947483.547392137        57743.20648100697         
-10762.91257172163        4486598.229274566         -1951138.244002546        57743.23773100697         
-10774.79072299846        4494994.617580359         -1954792.891606442        57743.26898100697         
-10786.66781718416        4503390.891688638         -1958447.490387587        57743.30023100697         
-10798.54386910967        4511787.052021355         -1962102.040528721        57743.33148100697         
-10810.41889364468        4520183.098998237         -1965756.542211565        57743.36273100697         
-10822.29290569594        4528579.033036758         -1969410.995616828        57743.39398100697         
-10834.16592020691        4536974.854552173         -1973065.400924216        57743.42523100697         
-10846.03795215713        4545370.563957531         -1976719.758312441        57743.45648100697         
-10857.90901656227        4553766.161663703         -1980374.067959227        57743.48773100697         
-10869.77912847086        4562161.648079357         -1984028.330041316        57743.51898100697         
-10881.64830296754        4570557.02361104          -1987682.544734478        57743.55023100697         
-10893.5165551699         4578952.288663146         -1991336.712213514        57743.58148100697         
-10905.38390022846        4587347.443637941         -1994990.832652267        57743.61273100697         
-10917.25035332704        4595742.488935601         -1998644.906223628        57743.64398100697         
-10929.11592967824        4604137.424954179         -2002298.933099543        57743.67523100697         
-10940.9806445285         4612532.252089675         -2005952.913451019        57743.70648100697         
-10952.84451315374        4620926.970736027         -2009606.847448129        57743.73773100697         
-10964.70755085963        4629321.581285121         -2013260.735260026        57743.76898100697         
-10976.56977298093        4637716.084126815         -2016914.57705494         57743.80023100697         
-10988.43119488225        4646110.479648957         -2020568.37300019         57743.83148100697         
-11000.291831952          4654504.768237374         -2024222.123262196        57743.86273100697         
-11012.15169960971        4662898.95027593          -2027875.828006473        57743.89398100697         
-11024.01081330014        4671293.026146504         -2031529.487397646        57743.92523100697         
-11035.86918849396        4679686.996229026         -2035183.101599455        57743.95648100697         
-11047.72684068706        4688080.860901477         -2038836.67077476         57743.98773100697         
-11059.58378540162        4696474.620539919         -2042490.195085548        57744.01898100697         
-11071.44003817869        4704868.275518474         -2046143.674692942        57744.05023100697         
-11083.29561458764        4713261.826209391         -2049797.109757201        57744.08148100697         
-11095.1505302188         4721655.272983021         -2053450.500437731        57744.11273100697         
-11107.00480068452        4730048.616207841         -2057103.84689309         57744.14398100697         
-11118.85844161844        4738441.856250466         -2060757.149280994        57744.17523100697         
-11130.71146867492        4746834.993475668         -2064410.40775832         57744.20648100697         
-11142.56389753045        4755228.028246392         -2068063.622481118        57744.23773100697         
-11154.41574387458        4763620.960923741         -2071716.793604614        57744.26898100697         
-11166.26702342182        4772013.791867024         -2075369.921283209        57744.30023100697         
-11178.11775190268        4780406.521433762         -2079023.005670499        57744.33148100697         
-11189.96794506504        4788799.149979685         -2082676.046919267        57744.36273100697         
-11201.81761867353        4797191.677858752         -2086329.045181496        57744.39398100697         
-11213.66678851127        4805584.105423182         -2089982.000608374        57744.42523100697         
-11225.51547036943        4813976.433023419         -2093634.913350298        57744.45648100697         
-11237.36368006119        4822368.661008199         -2097287.783556877        57744.48773100697         
-11249.21143341145        4830760.78972453          -2100940.611376945        57744.51898100697         
-11261.05874625896        4839152.819517714         -2104593.396958558        57744.55023100697         
-11272.90563445509        4847544.750731356         -2108246.140449006        57744.58148100697         
-11284.75211386613        4855936.583707383         -2111898.841994812        57744.61273100697         
-11296.59820036152        4864328.31878603          -2115551.501741746        57744.64398100697         
-11308.44390982986        4872719.95630589          -2119204.11983482         57744.67523100697         
-11320.28925816725        4881111.496603901         -2122856.696418299        57744.70648100697         
-11332.13426127928        4889502.940015363         -2126509.231635708        57744.73773100697         
-11343.97893508048        4897894.286873947         -2130161.72562983         57744.76898100697         
-11355.82329549361        4906285.537511711         -2133814.178542719        57744.80023100697         
-11367.66735845223        4914676.692259115         -2137466.590515698        57744.83148100697         
-11379.51113988732        4923067.751445003         -2141118.961689373        57744.86273100697         
-11391.35465574564        4931458.715396658         -2144771.292203624        57744.89398100697         
-11403.19792197643        4939849.584439781         -2148423.582197623        57744.92523100697         
-11415.04095453396        4948240.358898522         -2152075.831809835        57744.95648100697         
-11426.88376937685        4956631.039095468         -2155728.041178016        57744.98773100697         
-11438.72638247093        4965021.62535168          -2159380.21043923         57745.01898100697         
-11450.56880977465        4973412.117986668         -2163032.339729844        57745.05023100697         
-11462.41106725926        4981802.51731844          -2166684.429185534        57745.08148100697         
-11474.25317089436        4990192.823663488         -2170336.478941293        57745.11273100697         
-11486.0951366507         4998583.03733681          -2173988.489131434        57745.14398100697         
-11497.93698049951        5006973.158651913         -2177640.459889594        57745.17523100697         
-11509.77871841187        5015363.187920818         -2181292.39134874         57745.20648100697         
-11521.62036636197        5023753.125454091         -2184944.283641168        57745.23773100697         
-11533.46194031103        5032142.971560817         -2188596.136898519        57745.26898100697         
-11545.30345622972        5040532.726548649         -2192247.951251771        57745.30023100697         
-11557.14493008218        5048922.390723797         -2195899.726831249        57745.33148100697         
-11568.98637782928        5057311.964391036         -2199551.463766632        57745.36273100697         
-11580.82781542791        5065701.447853718         -2203203.162186947        57745.39398100697         
-11592.66925883039        5074090.841413789         -2206854.822220589        57745.42523100697         
-11604.51072398804        5082480.145371797         -2210506.443995311        57745.45648100697         
-11616.35222683377        5090869.360026875         -2214158.027638237        57745.48773100697         
-11628.19378330656        5099258.48567679          -2217809.573275859        57745.51898100697         
-11640.03540933414        5107647.522617931         -2221461.081034048        57745.55023100697         
-11651.87712083655        5116036.471145314         -2225112.551038054        57745.58148100697         
-11663.71893372549        5124425.331552604         -2228763.98341251         57745.61273100697         
-11675.56086390373        5132814.104132115         -2232415.378281439        57745.64398100697         
-11687.402927269          5141202.789174827         -2236066.735768256        57745.67523100697         
-11699.24513969528        5149591.386970363         -2239718.055995767        57745.70648100697         
-11711.0875170593         5157979.897807052         -2243369.339086187        57745.73773100697         
-11722.93007522188        5166368.3219719           -2247020.585161127        57745.76898100697         
-11734.77283003182        5174756.6597506           -2250671.794341608        57745.80023100697         
-11746.61579732533        5183144.911427554         -2254322.966748061        57745.83148100697         
-11758.45899292534        5191533.07728587          -2257974.102500336        57745.86273100697         
-11770.30243264585        5199921.157607383         -2261625.201717697        57745.89398100697         
-11782.14613227187        5208309.152672638         -2265276.264518835        57745.92523100697         
-11793.99010758786        5216697.062760929         -2268927.291021863        57745.95648100697         
-11805.83437435781        5225084.888150286         -2272578.281344328        57745.98773100697         
-11817.67894832951        5233472.629117494         -2276229.235603205        57746.01898100697         
-11829.52384523391        5241860.285938093         -2279880.153914912        57746.05023100697         
-11841.36908078451        5250247.858886392         -2283531.036395304        57746.08148100697         
-11853.21467068199        5258635.348235474         -2287181.88315968         57746.11273100697         
-11865.06063059298        5267022.754257196         -2290832.694322792        57746.14398100697         
-11876.9069761803         5275410.077222212         -2294483.469998836        57746.17523100697         
-11888.75372308189        5283797.317399968         -2298134.210301465        57746.20648100697         
-11900.60088691531        5292184.475058719         -2301784.915343792        57746.23773100697         
-11912.44848327722        5300571.550465528         -2305435.585238391        57746.26898100697         
-11924.29652774271        5308958.543886278         -2309086.220097298        57746.30023100697         
-11936.14503586483        5317345.455585677         -2312736.820032022        57746.33148100697         
-11947.99402317938        5325732.285827271         -2316387.385153537        57746.36273100697         
-11959.84350518258        5334119.034873427         -2320037.915572295        57746.39398100697         
-11971.69349736314        5342505.702985385         -2323688.41139823         57746.42523100697         
-11983.54401518           5350892.290423223         -2327338.87274075         57746.45648100697         
-11995.39507406711        5359278.797445891         -2330989.299708753        57746.48773100697         
-12007.24668943293        5367665.224311197         -2334639.69241062         57746.51898100697         
-12019.09887665987        5376051.571275833         -2338290.050954229        57746.55023100697         
-12030.95165110366        5384437.838595366         -2341940.375446944        57746.58148100697         
-12042.80502809866        5392824.026524259         -2345590.665995632        57746.61273100697         
-12054.65902293417        5401210.135315853         -2349240.922706658        57746.64398100697         
-12066.51365088849        5409596.165222411         -2352891.145685891        57746.67523100697         
-12078.36892720528        5417982.116495096         -2356541.335038704        57746.70648100697         
-12090.22486709886        5426367.989383988         -2360191.490869983        57746.73773100697         
-12102.08148575357        5434753.784138081         -2363841.613284122        57746.76898100697         
-12113.93879832331        5443139.501005306         -2367491.702385032        57746.80023100697         
-12125.79681993093        5451525.140232524         -2371141.758276143        57746.83148100697         
-12137.65556567379        5459910.702065541         -2374791.781060405        57746.86273100697         
-12149.51505059902        5468296.186749095         -2378441.770840291        57746.89398100697         
-12161.37528973922        5476681.594526894         -2382091.727717805        57746.92523100697         
-12173.23629808779        5485066.925641594         -2385741.651794474        57746.95648100697         
-12185.09809060447        5493452.180334823         -2389391.543171362        57746.98773100697         
-12196.96068221477        5501837.358847175         -2393041.401949069        57747.01898100697         
-12208.82408780946        5510222.461418223         -2396691.228227728        57747.05023100697         
-12220.68832224406        5518607.488286522         -2400341.022107019        57747.08148100697         
-12232.55340034459        5526992.439689625         -2403990.783686162        57747.11273100697         
-12244.41933688192        5535377.315864058         -2407640.513063923        57747.14398100697         
-12256.28614660894        5543762.117045367         -2411290.21033862         57747.17523100697         
-12268.15384423494        5552146.843468099         -2414939.875608119        57747.20648100697         
-12280.0224444314         5560531.495365808         -2418589.508969843        57747.23773100697         
-12291.89196183143        5568916.072971072         -2422239.11052077         57747.26898100697         
-12303.76241102931        5577300.57651549          -2425888.680357439        57747.30023100697         
-12315.63380657999        5585685.006229689         -2429538.218575952        57747.33148100697         
-12327.50616299854        5594069.36234333          -2433187.725271974        57747.36273100697         
-12339.37949476626        5602453.645085116         -2436837.200540736        57747.39398100697         
-12351.25381630397        5610837.85468279          -2440486.644477043        57747.42523100697         
-12363.12914201075        5619221.991363147         -2444136.05717527         57747.45648100697         
-12375.00548623737        5627606.055352044         -2447785.438729366        57747.48773100697         
-12386.88286329226        5635990.046874396         -2451434.78923286         57747.51898100697         
-12398.76128744107        5644373.966154183         -2455084.10877886         57747.55023100697         
-12410.64077290616        5652757.813414456         -2458733.397460056        57747.58148100697         
-12422.52133386616        5661141.588877345         -2462382.655368721        57747.61273100697         
-12434.40298445543        5669525.292764058         -2466031.882596717        57747.64398100697         
-12446.28573877045        5677908.925294898         -2469681.079235495        57747.67523100697         
-12458.16961084213        5686292.486689248         -2473330.245376098        57747.70648100697         
-12470.05461467609        5694675.977165602         -2476979.381109167        57747.73773100697         
-12481.94076422505        5703059.396941545         -2480628.486524933        57747.76898100697         
-12493.82807339514        5711442.746233777         -2484277.56171323         57747.80023100697         
-12505.71655604545        5719826.025258105         -2487926.606763493        57747.83148100697         
-12517.60622598757        5728209.234229452         -2491575.62176476         57747.86273100697         
-12529.49709698511        5736592.373361867         -2495224.606805673        57747.89398100697         
-12541.38918275327        5744975.442868521         -2498873.561974486        57747.92523100697         
-12553.28249696539        5753358.442961725         -2502522.48735906         57747.95648100697         
-12565.1770532245         5761741.373852911         -2506171.383046872        57747.98773100697         
-12577.07286510483        5770124.235752665         -2509820.249125011        57748.01898100697         
-12588.9699461234         5778507.02887071          -2513469.085680183        57748.05023100697         
-12600.86830974658        5786889.753415924         -2517117.892798715        57748.08148100697         
-12612.76796938966        5795272.409596333         -2520766.670566552        57748.11273100697         
-12624.66893841639        5803654.99761913          -2524415.419069267        57748.14398100697         
-12636.57123013856        5812037.517690665         -2528064.138392054        57748.17523100697         
-12648.47485781554        5820419.970016461         -2531712.82861974         57748.20648100697         
-12660.3798346539         5828802.354801208         -2535361.489836776        57748.23773100697         
-12672.28617381411        5837184.672248775         -2539010.122127247        57748.26898100697         
-12684.19388838145        5845566.922562212         -2542658.725574876        57748.30023100697         
-12696.1029914086         5853949.105943753         -2546307.300263016        57748.33148100697         
-12708.01349588656        5862331.222594824         -2549955.846274661        57748.36273100697         
-12719.92541475137        5870713.272716045         -2553604.363692446        57748.39398100697         
-12731.83876088373        5879095.256507229         -2557252.852598645        57748.42523100697         
-12743.75354710857        5887477.174167398         -2560901.313075179        57748.45648100697         
-12755.66978619462        5895859.025894779         -2564549.745203614        57748.48773100697         
-12767.58749085403        5904240.811886805         -2568198.149065164        57748.51898100697         
-12779.50667374202        5912622.532340127         -2571846.524740693        57748.55023100697         
-12791.42734745638        5921004.187450617         -2575494.872310718        57748.58148100697         
-12803.34952454446        5929385.777413369         -2579143.191855407        57748.61273100697         
-12815.2732174734         5937767.302422692         -2582791.483454586        57748.64398100697         
-12827.19843867378        5946148.762672145         -2586439.74718774         57748.67523100697         
-12839.12520050986        5954530.158354506         -2590087.983134008        57748.70648100697         
-12851.05351528654        5962911.489661803         -2593736.191372197        57748.73773100697         
-12862.98339524899        5971292.756785298         -2597384.371980774        57748.76898100697         
-12874.91485258222        5979673.959915505         -2601032.525037873        57748.80023100697         
-12886.84789941074        5988055.099242184         -2604680.650621291        57748.83148100697         
-12898.78254779817        5996436.174954356         -2608328.748808499        57748.86273100697         
-12910.71880974686        6004817.18724029          -2611976.819676636        57748.89398100697         
-12922.65669719749        6013198.136287523         -2615624.863302512        57748.92523100697         
-12934.59622203621        6021579.022282857         -2619272.879762612        57748.95648100697         
-12946.53739606442        6029959.845412356         -2622920.869133101        57748.98773100697         
-12958.48023104311        6038340.605861368         -2626568.831489816        57749.01898100697         
-12970.4247386627         6046721.303814506         -2630216.766908275        57749.05023100697         
-12982.37093055014        6055101.939455673         -2633864.675463681        57749.08148100697         
-12994.31881826854        6063482.512968048         -2637512.557230916        57749.11273100697         
-13006.26841331682        6071863.024534102         -2641160.412284547        57749.14398100697         
-13018.21972712935        6080243.474335589         -2644808.240698827        57749.17523100697         
-13030.17277107559        6088623.862553565         -2648456.0425477          57749.20648100697         
-13042.12755645978        6097004.189368379         -2652103.817904797        57749.23773100697         
-13054.08409452052        6105384.454959686         -2655751.566843443        57749.26898100697         
-13066.04239643803        6113764.659506436         -2659399.28943665         57749.30023100697         
-13078.00247330367        6122144.803186894         -2663046.985757132        57749.33148100697         
-13089.96433616472        6130524.886178638         -2666694.655877296        57749.36273100697         
-13101.92799599403        6138904.908658555         -2670342.299869248        57749.39398100697         
-13113.89346369711        6147284.870802851         -2673989.917804791        57749.42523100697         
-13125.86075011189        6155664.772787055         -2677637.509755431        57749.45648100697         
-13137.82986600831        6164044.614786019         -2681285.075792378        57749.48773100697         
-13149.80082208805        6172424.396973921         -2684932.615986543        57749.51898100697         
-13161.77362898419        6180804.119524276         -2688580.130408547        57749.55023100697         
-13173.74829726089        6189183.782609924         -2692227.619128714        57749.58148100697         
-13185.72483741304        6197563.386403051         -2695875.082217081        57749.61273100697         
-13197.703259866          6205942.931075178         -2699522.519743393        57749.64398100697         
-13209.68357497524        6214322.41679717          -2703169.931777107        57749.67523100697         
-13221.66579303361        6222701.843739243         -2706817.318387395        57749.70648100697         
-13233.64992424079        6231081.212070959         -2710464.679643145        57749.73773100697         
-13245.63597874833        6239460.521961232         -2714112.015612958        57749.76898100697         
-13257.62396662911        6247839.773578336         -2717759.326365157        57749.80023100697         
-13269.61389788461        6256218.9670899           -2721406.611967782        57749.83148100697         
-13281.60578244461        6264598.102662916         -2725053.872488592        57749.86273100697         
-13293.59963016689        6272977.180463742         -2728701.107995074        57749.89398100697         
-13305.59545083691        6281356.200658105         -2732348.318554436        57749.92523100697         
-13317.59325416756        6289735.163411103         -2735995.504233613        57749.95648100697         
-13329.59304979885        6298114.068887204         -2739642.665099261        57749.98773100697         
-13341.59484729764        6306492.917250251         -2743289.801217771        57750.01898100697         
-13353.5986561573         6314871.708663478         -2746936.912655261        57750.05023100697         
-13365.60448579752        6323250.443289489         -2750583.999477579        57750.08148100697         
-13377.61234556394        6331629.12129028          -2754231.061750307        57750.11273100697         
-13389.62224473547        6340007.742827231         -2757878.09953876         57750.14398100697         
-13401.63419249387        6348386.308061122         -2761525.112907989        57750.17523100697         
-13413.64819796864        6356764.817152113         -2765172.10192278         57750.20648100697         
-13425.66427020667        6365143.270259771         -2768819.06664766         57750.23773100697         
-13437.68241817947        6373521.66754306          -2772466.00714689         57750.26898100697         
-13449.70265078292        6381900.009160343         -2776112.923484476        57750.30023100697         
-13461.72497683701        6390278.295269391         -2779759.815724165        57750.33148100697         
-13473.74940508557        6398656.52602738          -2783406.683929448        57750.36273100697         
-13485.77594419605        6407034.7015909           -2787053.528163557        57750.39398100697         
-13497.80460275918        6415412.822115947         -2790700.348489474        57750.42523100697         
-13509.83538928884        6423790.887757936         -2794347.144969924        57750.45648100697         
-13521.86831222169        6432168.898671705         -2797993.917667386        57750.48773100697         
-13533.90337991702        6440546.855011504         -2801640.666644083        57750.51898100697         
-13545.94060065643        6448924.756931011         -2805287.391961993        57750.55023100697         
-13557.97998264366        6457302.604583327         -2808934.093682844        57750.58148100697         
-13570.02153400428        6465680.398120984         -2812580.771868119        57750.61273100697         
-13582.0652627929         6474058.137695944         -2816227.426579054        57750.64398100697         
-13594.11117696332        6482435.823459602         -2819874.057876643        57750.67523100697         
-13606.15928441271        6490813.455562791         -2823520.665821637        57750.70648100697         
-13618.20959295176        6499191.034155777         -2827167.250474544        57750.73773100697         
-13630.26211031188        6507568.559388272         -2830813.811895633        57750.76898100697         
-13642.31684414494        6515946.031409429         -2834460.350144933        57750.80023100697         
-13654.37380202308        6524323.450367846         -2838106.865282237        57750.83148100697         
-13666.43299143848        6532700.816411571         -2841753.357367097        57750.86273100697         
-13678.49441980312        6541078.129688099         -2845399.826458836        57750.89398100697         
-13690.55809444863        6549455.390344382         -2849046.272616535        57750.92523100697         
-13702.624022626          6557832.598526824         -2852692.695899049        57750.95648100697         
-13714.69221150541        6566209.75438129          -2856339.096364997        57750.98773100697         
-13726.76266817604        6574586.858053101         -2859985.474072769        57751.01898100697         
-13738.83539964582        6582963.909687044         -2863631.829080523        57751.05023100697         
